description,category_id,category_name,skill_name,level
"Mình muốn học các kỹ thuật nâng cao trong Thiết kế Landing Page, không cần dạy lại cơ bản.",5,UI/UX,Thiết kế Landing Page,Nâng cao
"Muốn thực hành thêm .NET / C# vì đang ở trình độ trung bình, hay bị vướng.",1,Lập trình phần mềm,.NET / C#,Trung bình
"Mình mới tìm hiểu Thiết kế Social Media, cần người kèm cặp cơ bản.",4,Thiết kế đồ họa,Thiết kế Social Media,Cơ bản
"Tìm thợ sửa đồ gỗ nội thất có thể qua liền, xin cảm ơn.",9,Sửa chữa,sửa đồ gỗ nội thất,Khẩn cấp
"Mình cần trao đổi trực tiếp về Data Engineering, ai có kinh nghiệm inbox giúp mình.",2,AI & Data Science,Data Engineering,Không xác định
"Đã tự học Thiết kế Landing Page một thời gian, giờ muốn có người chỉnh sửa và nâng cấp.",5,UI/UX,Thiết kế Landing Page,Trung bình
Cần người hướng dẫn Data Cleaning cơ bản cho người chưa có nền tảng.,2,AI & Data Science,Data Cleaning,Cơ bản
"Mình mất gốc hoàn toàn, muốn tìm người kèm Thiết kế Menu quán ăn từ con số 0.",4,Thiết kế đồ họa,Thiết kế Menu quán ăn,Cơ bản
Cần thợ lắp đặt thiết bị điện thông minh vào buổi tối sau giờ làm việc.,9,Sửa chữa,lắp đặt thiết bị điện thông minh,Định kỳ
"Muốn học thử nấu món chiên/nướng BBQ một buổi xem có hợp không, trình độ mới toanh.",10,Nấu ăn,nấu món chiên/nướng BBQ,Cơ bản
Mình cần một người hướng dẫn .NET / C# theo lịch linh hoạt.,1,Lập trình phần mềm,.NET / C#,Không xác định
"Muốn học thử DJ cơ bản một buổi xem có hợp không, trình độ mới toanh.",7,Âm nhạc,DJ cơ bản,Cơ bản
Tìm người có thể thử thách và nâng trình Golf của mình lên tầm cao mới.,11,Thể thao,Golf,Nâng cao
"Mình đã biết chút ít về Tiếng Anh B1, muốn học thêm để vững hơn.",3,Ngoại ngữ,Tiếng Anh B1,Trung bình
"Mình học Mix & Master nhạc được một thời gian nhưng còn nhiều chỗ chưa chắc, cần người kèm lại.",7,Âm nhạc,Mix & Master nhạc,Trung bình
Cần đặt lịch học Luyện thi chứng chỉ tin học văn phòng vào cuối tuần.,12,Gia sư & Học tập,Luyện thi chứng chỉ tin học văn phòng,Không xác định
Mình cần một người hướng dẫn Tiếng Anh thương mại theo lịch linh hoạt.,3,Ngoại ngữ,Tiếng Anh thương mại,Không xác định
"Ai có thể giúp mình về Canva chuyên nghiệp không, cảm ơn nhiều.",4,Thiết kế đồ họa,Canva chuyên nghiệp,Không xác định
Muốn được đào tạo chuyên sâu Thiết kế hệ thống để làm freelance/đi làm chính thức.,1,Lập trình phần mềm,Thiết kế hệ thống,Nâng cao
Cần chuyên gia ReactJS hướng dẫn làm dự án thực tế.,1,Lập trình phần mềm,ReactJS,Nâng cao
"Tìm người có kinh nghiệm về Python cơ bản để trao đổi, học hỏi.",1,Lập trình phần mềm,Python cơ bản,Không xác định
"Mình mất gốc hoàn toàn, muốn tìm người kèm Thiết kế Infographic từ con số 0.",4,Thiết kế đồ họa,Thiết kế Infographic,Cơ bản
"Mình mới tìm hiểu Tiếng Anh học thuật (Academic English), cần người kèm cặp cơ bản.",3,Ngoại ngữ,Tiếng Anh học thuật (Academic English),Cơ bản
"Mình chưa biết gì về Rust, ai có thể hướng dẫn từng bước không?",1,Lập trình phần mềm,Rust,Cơ bản
Cần buổi thực hành Data Engineering nâng cao hơn một chút so với người mới.,2,AI & Data Science,Data Engineering,Trung bình
"Mình học Làm gốm (Pottery) được một thời gian nhưng còn nhiều chỗ chưa chắc, cần người kèm lại.",8,Nghệ thuật,Làm gốm (Pottery),Trung bình
"Mình biết Sáng tác nhạc (Songwriting) ở mức cơ bản, muốn lên trình độ trung cấp.",7,Âm nhạc,Sáng tác nhạc (Songwriting),Trung bình
Muốn được đào tạo chuyên sâu Saxophone để làm freelance/đi làm chính thức.,7,Âm nhạc,Saxophone,Nâng cao
Cần một buổi học Content Marketing dành cho người mới bắt đầu.,6,Marketing & Kinh doanh,Content Marketing,Cơ bản
"Muốn học thử Toán luyện thi Đại học một buổi xem có hợp không, trình độ mới toanh.",12,Gia sư & Học tập,Toán luyện thi Đại học,Cơ bản
Cần chuyên gia Tiếng Nhật giao tiếp hướng dẫn làm dự án thực tế.,3,Ngoại ngữ,Tiếng Nhật giao tiếp,Nâng cao
Cần chuyên gia Tiếng Anh thương mại hướng dẫn làm dự án thực tế.,3,Ngoại ngữ,Tiếng Anh thương mại,Nâng cao
Cần người ôn lại và củng cố kiến thức Thiết kế Logo ở mức trung bình.,4,Thiết kế đồ họa,Thiết kế Logo,Trung bình
Tìm người có thể thử thách và nâng trình Guitar Solo của mình lên tầm cao mới.,7,Âm nhạc,Guitar Solo,Nâng cao
"Mình muốn học các kỹ thuật nâng cao trong nấu món Nhật, không cần dạy lại cơ bản.",10,Nấu ăn,nấu món Nhật,Nâng cao
Cần buổi thực hành Bass Guitar nâng cao hơn một chút so với người mới.,7,Âm nhạc,Bass Guitar,Trung bình
"Muốn thực hành thêm Tiếng Tây Ban Nha vì đang ở trình độ trung bình, hay bị vướng.",3,Ngoại ngữ,Tiếng Tây Ban Nha,Trung bình
"Đang loay hoay không biết bắt đầu iOS (Swift) từ đâu, mong được hỗ trợ.",1,Lập trình phần mềm,iOS (Swift),Cơ bản
Cần lộ trình học Linux Shell cơ bản trong 1-2 tháng.,1,Lập trình phần mềm,Linux Shell,Cơ bản
"Muốn thực hành thêm WordPress vì đang ở trình độ trung bình, hay bị vướng.",1,Lập trình phần mềm,WordPress,Trung bình
Cần người giỏi TOEIC hỗ trợ giải quyết vấn đề khó trong công việc.,3,Ngoại ngữ,TOEIC,Nâng cao
"Đang tìm mentor MySQL, thời gian học có thể thương lượng.",1,Lập trình phần mềm,MySQL,Không xác định
Mình cần một người hướng dẫn DJ cơ bản theo lịch linh hoạt.,7,Âm nhạc,DJ cơ bản,Không xác định
Tìm người sửa điện dân dụng định kỳ hàng tháng cho gia đình.,9,Sửa chữa,sửa điện dân dụng,Định kỳ
Cần người review lại các lỗi cơ bản khi làm Sáng tác nhạc (Songwriting).,7,Âm nhạc,Sáng tác nhạc (Songwriting),Trung bình
Cần tư vấn chuyên sâu về Golf cho một dự án cụ thể đang làm.,11,Thể thao,Golf,Nâng cao
"Tìm thợ sửa máy giặt chuyên nghiệp, có bảo hành sau khi sửa.",9,Sửa chữa,sửa máy giặt,Không xác định
"Mình đã có nền tảng ExpressJS khá tốt, muốn học chuyên sâu hơn.",1,Lập trình phần mềm,ExpressJS,Nâng cao
Tìm mentor đạp xe trình độ cao để chuẩn bị đi làm/thi chứng chỉ.,11,Thể thao,đạp xe,Nâng cao
"Muốn trao đổi, thực hành Thiết kế Logo cùng người có kinh nghiệm hơn một chút.",4,Thiết kế đồ họa,Thiết kế Logo,Trung bình
"Mình đã biết chút ít về Trumpet, muốn học thêm để vững hơn.",7,Âm nhạc,Trumpet,Trung bình
Mình cần một người hướng dẫn leo núi/trekking theo lịch linh hoạt.,11,Thể thao,leo núi/trekking,Không xác định
"Ai có thể giúp mình về Yoga không, cảm ơn nhiều.",11,Thể thao,Yoga,Không xác định
"Tìm người có kinh nghiệm về Data Science để trao đổi, học hỏi.",2,AI & Data Science,Data Science,Không xác định
"Mình mất gốc hoàn toàn, muốn tìm người kèm InDesign từ con số 0.",4,Thiết kế đồ họa,InDesign,Cơ bản
Muốn tìm người dạy A/B Testing 1 kèm 1 online hoặc offline đều được.,9,Sửa chữa,A/B Testing,Không xác định
Cần đặt lịch học Data Science vào cuối tuần.,2,AI & Data Science,Data Science,Không xác định
"Tìm người dạy Kiểm thử phần mềm (QA) cho người tay ngang, chưa từng học qua.",1,Lập trình phần mềm,Kiểm thử phần mềm (QA),Cơ bản
"Mình đã có nền tảng Điêu khắc đất sét khá tốt, muốn học chuyên sâu hơn.",8,Nghệ thuật,Điêu khắc đất sét,Nâng cao
Cần người giỏi Điêu khắc đất sét hỗ trợ giải quyết vấn đề khó trong công việc.,8,Nghệ thuật,Điêu khắc đất sét,Nâng cao
Cần chuyên gia Tiếng Hàn TOPIK hướng dẫn làm dự án thực tế.,3,Ngoại ngữ,Tiếng Hàn TOPIK,Nâng cao
Cần người hướng dẫn làm bánh mì cơ bản cho người chưa có nền tảng.,10,Nấu ăn,làm bánh mì,Cơ bản
Cần một buổi học Tiếng Anh cho trẻ em dành cho người mới bắt đầu.,3,Ngoại ngữ,Tiếng Anh cho trẻ em,Cơ bản
"Tìm người dạy Chốt sale qua điện thoại cho người tay ngang, chưa từng học qua.",6,Marketing & Kinh doanh,Chốt sale qua điện thoại,Cơ bản
"Tìm người dạy Tiếng Nhật giao tiếp cho người tay ngang, chưa từng học qua.",3,Ngoại ngữ,Tiếng Nhật giao tiếp,Cơ bản
Cần một buổi học WordPress dành cho người mới bắt đầu.,1,Lập trình phần mềm,WordPress,Cơ bản
Muốn nâng cao kỹ năng Time Series Forecasting lên mức chuyên nghiệp.,2,AI & Data Science,Time Series Forecasting,Nâng cao
"Mình là học sinh mới, muốn được chỉ leo núi/trekking từ những khái niệm đầu tiên.",11,Thể thao,leo núi/trekking,Cơ bản
"Mình học trượt ván (Skateboarding) được một thời gian nhưng còn nhiều chỗ chưa chắc, cần người kèm lại.",11,Thể thao,trượt ván (Skateboarding),Trung bình
Cần người review lại các lỗi cơ bản khi làm Thiết kế Logo.,4,Thiết kế đồ họa,Thiết kế Logo,Trung bình
"Đã tự học Golang một thời gian, giờ muốn có người chỉnh sửa và nâng cấp.",1,Lập trình phần mềm,Golang,Trung bình
Tìm mentor Thiết kế Infographic trình độ cao để chuẩn bị đi làm/thi chứng chỉ.,4,Thiết kế đồ họa,Thiết kế Infographic,Nâng cao
"Mình chưa biết gì về Organ/Keyboard, ai có thể hướng dẫn từng bước không?",7,Âm nhạc,Organ/Keyboard,Cơ bản
"Mình biết Kèm bài tập về nhà ở mức cơ bản, muốn lên trình độ trung cấp.",12,Gia sư & Học tập,Kèm bài tập về nhà,Trung bình
"Ai có thể giúp mình về nấu món chiên/nướng BBQ không, cảm ơn nhiều.",10,Nấu ăn,nấu món chiên/nướng BBQ,Không xác định
"Mình muốn học các kỹ thuật nâng cao trong Sáng tác nhạc (Songwriting), không cần dạy lại cơ bản.",7,Âm nhạc,Sáng tác nhạc (Songwriting),Nâng cao
"Mình mất gốc hoàn toàn, muốn tìm người kèm Data Engineering từ con số 0.",2,AI & Data Science,Data Engineering,Cơ bản
Muốn được đào tạo chuyên sâu Kỹ năng thuyết trình cho học sinh để làm freelance/đi làm chính thức.,12,Gia sư & Học tập,Kỹ năng thuyết trình cho học sinh,Nâng cao
"Đang tìm mentor Luyện phát âm chuẩn giọng Mỹ, thời gian học có thể thương lượng.",3,Ngoại ngữ,Luyện phát âm chuẩn giọng Mỹ,Không xác định
Cần một buổi học khiêu vũ thể thao (Dance Sport) dành cho người mới bắt đầu.,11,Thể thao,khiêu vũ thể thao (Dance Sport),Cơ bản
"Đang tìm mentor Kèm bài tập về nhà, thời gian học có thể thương lượng.",12,Gia sư & Học tập,Kèm bài tập về nhà,Không xác định
"Mình cần trao đổi trực tiếp về Vẽ Digital Art, ai có kinh nghiệm inbox giúp mình.",8,Nghệ thuật,Vẽ Digital Art,Không xác định
Muốn tìm người dạy LLM & Chatbot AI 1 kèm 1 online hoặc offline đều được.,2,AI & Data Science,LLM & Chatbot AI,Không xác định
Cần người giỏi Tiếng Nhật N5 hỗ trợ giải quyết vấn đề khó trong công việc.,3,Ngoại ngữ,Tiếng Nhật N5,Nâng cao
Tìm người luyện tập cùng để cải thiện Illustrator ở mức khá.,4,Thiết kế đồ họa,Illustrator,Trung bình
Cần tìm người hỗ trợ về Guitar Đệm hát.,7,Âm nhạc,Guitar Đệm hát,Không xác định
Cần người hướng dẫn Java cơ bản cho người chưa có nền tảng.,1,Lập trình phần mềm,Java,Cơ bản
Cần chuyên gia Tiếng Anh mất gốc hướng dẫn làm dự án thực tế.,3,Ngoại ngữ,Tiếng Anh mất gốc,Nâng cao
Đang cần người có kinh nghiệm lâu năm về Data Engineering để review công việc thực tế.,2,AI & Data Science,Data Engineering,Nâng cao
Tìm mentor Tiếng Trung HSK3 trình độ cao để chuẩn bị đi làm/thi chứng chỉ.,3,Ngoại ngữ,Tiếng Trung HSK3,Nâng cao
Cần tư vấn chuyên sâu về Chốt sale qua điện thoại cho một dự án cụ thể đang làm.,6,Marketing & Kinh doanh,Chốt sale qua điện thoại,Nâng cao
"Tìm người có kinh nghiệm về Figma nâng cao (Auto Layout) để trao đổi, học hỏi.",5,UI/UX,Figma nâng cao (Auto Layout),Không xác định
"Muốn trao đổi, thực hành Lịch Sử cùng người có kinh nghiệm hơn một chút.",12,Gia sư & Học tập,Lịch Sử,Trung bình
Tìm mentor bóng bàn (Ping Pong) trình độ cao để chuẩn bị đi làm/thi chứng chỉ.,11,Thể thao,bóng bàn (Ping Pong),Nâng cao
Cần buổi thực hành Content Marketing nâng cao hơn một chút so với người mới.,12,Gia sư & Học tập,Content Marketing,Trung bình
Đang cần người có kinh nghiệm lâu năm về Toán tư duy cho trẻ em để review công việc thực tế.,12,Gia sư & Học tập,Toán tư duy cho trẻ em,Nâng cao
Tìm người luyện tập cùng để cải thiện Python cơ bản ở mức khá.,1,Lập trình phần mềm,Python cơ bản,Trung bình
"Mình là học sinh mới, muốn được chỉ Unit Testing từ những khái niệm đầu tiên.",1,Lập trình phần mềm,Unit Testing,Cơ bản
"Muốn trao đổi, thực hành Chốt sale qua điện thoại cùng người có kinh nghiệm hơn một chút.",6,Marketing & Kinh doanh,Chốt sale qua điện thoại,Trung bình
Mình cần một người hướng dẫn Google Ads theo lịch linh hoạt.,6,Marketing & Kinh doanh,Google Ads,Không xác định
Cần tìm người hỗ trợ về Tiếng Ý.,12,Gia sư & Học tập,Tiếng Ý,Không xác định
Bạn nào rành Micro-interaction Design chỉ giúp mình vài buổi nhập môn với.,5,UI/UX,Micro-interaction Design,Cơ bản
"Đang tìm mentor pha cà phê (Barista), thời gian học có thể thương lượng.",10,Nấu ăn,pha cà phê (Barista),Không xác định
"Muốn thực hành thêm Tiếng Anh B1 vì đang ở trình độ trung bình, hay bị vướng.",10,Nấu ăn,Tiếng Anh B1,Trung bình
Mình cần một người hướng dẫn Thiết kế nội thất 3D (SketchUp) theo lịch linh hoạt.,4,Thiết kế đồ họa,Thiết kế nội thất 3D (SketchUp),Không xác định
Cần người hướng dẫn Python cho Data cơ bản cho người chưa có nền tảng.,2,AI & Data Science,Python cho Data,Cơ bản
